no;nama;kbli;latitude;longitude;alamat;prov_nama;prov_id;kako_nama;kako_id;kategori_kbli;kategori_nama;golongan_kbli;golongan_nama
1211;PT Albarakah Plastic Indonesia;38302;1,1502131;104,0243936;Bengkong Harapan Raya Blok. 1, Bengkong Indah, Bengkong, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;E;Treatment Air, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi;38;Pengumpulan, Treatment dan Pembuangan Limbah dan Sampah serta Aktivitas Pemulihan Material
1212;PT Adigraha Wiranusa;41013;0,6340671;101,4284585;JL. YOS SUDARSO KM. 17, Muarafajar  Barat, Rumbai Barat, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;F;Konstruksi;41;Konstruksi Gedung
1213;PT Arista Auto Prima;45201;5,5182249;95,3302108;Jl. DR. MR. Moch Hasan, Lampeuneurut Gampong, Darul Imarah, Kabupaten Aceh Besar, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH BESAR;1108;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1214;PT Arista Sukses Mandiri;45201;5,5182249;95,3302108;Jl. DR. Mohammad Hasan, Lampeuneurut Gampong, Darul Imarah, Kabupaten Aceh Besar, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH BESAR;1108;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1215;PT Astra International;45201;5,539059;95,3299479;Jl. Mr. Teuku Moh. Hasan No.1-2-3A, Batoh, Lueng Bata, Kota Banda Aceh, Nangroe Aceh Darussalam;ACEH;11;KOTA BANDA ACEH;1171;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1216;PR AMAN;45201;-2,9655128;104,776753;JLN SULTAN SYAHRIR NO 57 RT 009 RW 002,  Ilir, Ilir Timur II, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1217;PT Armada Auto Tara Isuzu Cabang Palembang;45201;-3,0809782;104,7270998;RUKO SRIWIJAYA EMAS BLOK A NO.5 -7, JL SRIWIJAYA RAYA RT.001 RW.001, KARYA JAYA, KERTAPATI, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1218;PT Astra International;45201;-2,9930422;104,7832256;Jl. Jend. Ahmad Yani No. 100, RT.23, RW.08, 14 Ulu, Seberang Ulu II, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1219;PT Astra International;45201;-2,9508483;104,696986;JL. SOEKARNO HATTA NO. 200 PALEMBANG, Talang Kelapa, Alang-alang lebar, Kota Palembang, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1220;PT Astra International;45201;-3,418604;104,2533262;JL. JENDERAL SUDIRMAN KEC. PRABUMULIH TIMUR - PRABUMULIH, Muara Dua, Prabumulih Timur, Kota Prabumulih, Sumatera Selatan;SUMATERA SELATAN;16;KOTA PRABUMULIH;1672;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1221;PT Arista Auto Prima;45201;-3,842;102,3171164;Jl. Adam Malik Rt. 001 Rw. 001, Pagar Dewa, Selebar, Kota Bengkulu, Bengkulu;BENGKULU;17;KOTA BENGKULU;1771;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1222;CV As Bengkel Body;45201;-3,8006106;102,2584594;Jalan Ratu Agung RT.006 RW.001, Anggut Bawah, Ratu Samban, Kota Bengkulu, Bengkulu;BENGKULU;17;KOTA BENGKULU;1771;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1223;PT Arista Auto Prima;45201;-5,3533363;105,2188633;Jl. Raya Hajimena Rt. 010 Rw. 004, Hajimena, Natar, Kabupaten Lampung Selatan, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG SELATAN;1803;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1224;PT Arista Jaya Lestari;45201;-5,3681799;105,2352839;Jl. ZA. Pagar Alam, Rajabasa, Rajabasa, Kota Bandar Lampung, Lampung;LAMPUNG;18;KOTA BANDAR LAMPUNG;1871;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1225;CV  Idka Jaya;45201;-8,4795825;117,4080996;Jalan Garuda Gg. Karya II Nomor 09, Lempeh, Sumbawa, Kabupaten Sumbawa, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN SUMBAWA;5204;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1226;PR Alexander Rajali;45201;-0,0216403;109,3260725;Jl.K.H. Wahid Hasyim Ruko Surya Pratama No.4-5, Mariana, Pontianak Kota, Kota Pontianak, Kalimantan Barat;KALIMANTAN BARAT;61;KOTA PONTIANAK;6171;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1227;PT Arista Jaya Lestari;45201;-2,1696139;113,8622801;Jl. Tjilik Riwut Km. 8, Bukit Tunggal, Jekan Raya, Kota Palangka Raya, Kalimantan Tengah;KALIMANTAN TENGAH;62;KOTA PALANGKA RAYA;6271;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1228;PT Astra International;45201;1,4874823;124,8583222;Jl. R E Martadinata No. 69, Dendengan Luar, Paal Dua, Kota Manado, Sulawesi Utara;SULAWESI UTARA;71;KOTA MANADO;7171;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1229;PT Astra International;45201;0,5645036;123,0472632;Jl. HB Yassin KM.4, Tomulabutao Selatan, Dungingi, Kota Gorontalo, Gorontalo;GORONTALO;75;KOTA GORONTALO;7571;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1230;PT Borneo Auto Cemerlang;45201;0,571234;123,0571927;Jl.John Aryo Katili N0.140, paguyaman, kota tengah, Kota Gorontalo, Gorontalo;GORONTALO;75;KOTA GORONTALO;7571;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1231;PR Alimuddin;45201;-3,5409951;118,9679817;Lingk. Saleppa, Banggae, Banggae, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1232;CV Persada Arihta Rasidua;45201;-0,907986;131,3244544;Jl. Inggray, Klamana, Sorong Timur, Kota Sorong, Papua Barat Daya;PAPUA BARAT DAYA;92;KOTA SORONG;9271;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1233;PT Astra International;45201;-2,5555221;140,704445;Jl. Ardipura 1 Polimak Genjer RT. 001/ RW. 004, Adipura, Jayapura Selatan, Kota Jayapura, Papua;PAPUA;94;KOTA JAYAPURA;9471;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1234;PT Adi Makmur Anugerah Nirwana;45407;-6,3257779;106,4234557;Jl. Raya Cisoka-Taman Adiyasa, RT 006/RW 002, Kp. Jengkol, Cikuya, Solear, Kabupaten Tangerang, Banten;BANTEN;36;KABUPATEN TANGERANG;3603;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1235;PR Amin Kuspita;45407;-1,0952765;113,8639231;JL. TEMANGGUNG PANJI, Kurun, Kurun, Kabupaten Gunung Mas, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN GUNUNG MAS;6211;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1236;PR Ahmad;45407;-3,0665315;115,1592318;DESA HATIWIN, Desa/Kelurahan Hatiwin, Kec. Tapin Selatan, Kab. Tapin, Kalimantan Selatan, Hatiwin, Tapin Selatan, Kabupaten Tapin, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN TAPIN;6305;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1237;PR Azka Motor;45407;0,4567484;120,8687563;JL. TRANS SULAWESI, Pembalowo, Parigi, Kabupaten Parigi Moutong, Sulawesi Tengah;SULAWESI TENGAH;72;KABUPATEN PARIGI MOUTONG;7208;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1238;PR A. Deni Kurniawan;45407;-6,2460757;120,4876036;Dusun Balang Bo'dong, Harapan, Bontosikuyu, Kabupaten Kepulauan Selayar, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN KEPULAUAN SELAYAR;7301;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1239;PR Ahmad Azhar;45407;-3,507876;118,9091914;DUSUN BONDE TALAWAR, Bababulo, Pamboang, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1240;PR Alam Motor;45407;-3,5282697;118,9674195;Lingk. Galung Barat, Galung, Banggae, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1241;PR Andri Sulistiono;45407;-3,0859745;130,4679208;Limumir, Limumir, Bula, Kabupaten Seram Bagian Timur, Maluku;MALUKU;81;KABUPATEN SERAM BAGIAN TIMUR;8107;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1242;PR Bilklinten Jhon Julius Rumaropen;45407;-2,0924664;133,6902872;waraitama, Waraitama, Manimeri, Kabupaten Teluk Bintuni, Papua Barat;PAPUA BARAT;91;KABUPATEN TELUK BINTUNI;9104;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1243;PR Ahmad Saputra;45407;-1,5071955;134,1676458;kompleks pasar kenangan, Ransiki, Ransiki, Kabupaten Manokwari Selatan, Papua Barat;PAPUA BARAT;91;KABUPATEN MANOKWARI SELATAN;9111;G;Perdagangan Besar Dan Eceran;45;Perdagangan, Reparasi dan Perawatan Mobil dan Sepeda Motor
1244;PT Adiva Multi Sinergi;46900;1,1352706;104,1060634;PURI SELEBRITI 1 BLOK C1 NO.67, Batu Besar, Nongsa, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;G;Perdagangan Besar Dan Eceran;46;Perdagangan Besar, Bukan Mobil dan Sepeda Motor
1245;PT Abdi Wibawa Press;58130;3,6137216;98,6763347;JALAN KAPTEN M. BASRI NO.41, GLUGUR DARAT II, MEDAN TIMUR, Kota Medan, Sumatera Utara;SUMATERA UTARA;12;KOTA MEDAN;1275;J;Informasi Dan Komunikasi;58;Aktivitas Penerbitan
1246;CV Add To Cart;58200;-6,1405013;106,8538666;Jl. Griya Utama Blok A 36 RT 005 RW 020, Sunter Agung, Tanjung Priok, Kota Jakarta Utara, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA UTARA;3175;J;Informasi Dan Komunikasi;58;Aktivitas Penerbitan
1247;PT Accenture;62012;-6,203734;106,8186933;Gd. Wisma 46 - Kota BNI lt. 18, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA PUSAT;3173;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1248;PT Aero Nusa Unicode;62019;-7,7539377;110,3581798;Jl. Magelang Km 5.8 No. 60 A Dusun Patran, Sinduadi, Mlati, Kabupaten Sleman, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN SLEMAN;3404;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1249;PT Abiyakta Global Persada;62021;-6,3458597;106,8019139;jl pinding 4 No 54D, Desa/Kelurahan Cipedak, Kec. Jagakarsa, Kota Adm.  Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12630, Cipedak, Jagakarsa, Kota Jakarta Selatan, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1250;PT Act Profesional Indonesia;62021;-6,1423101;106,8546999;Rukan Puri Mutiara Blok A76, Jalan Griya Utama, Sunter Agung, Tanjung Priok, Kota Jakarta Utara, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA UTARA;3175;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1251;PT Access Mobile Indonesia;62029;-6,2194098;106,8139895;AIA Central Lt. 31, Jl. Jend. Sudirman Kav. 48A,, Karet Semanggi, Setiabudi, Kota Jakarta Selatan, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1252;PT Addinussa Prima Solusi;62029;-6,2918517;106,8166622;18 Office Park, Lantai 10 Unit A, Jl. TB Simatupang Kav. 18, Kebagusan, Pasar Minggu, Jakarta Selatan, Kebagusan, Pasar Minggu, Kota Jakarta Selatan, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1253;PT Adaptive Automation System;62029;-6,2316742;106,9223573;Rukan Exclusive Radin Inten Kav 25-26, Jl Radin Inten II No 80, Duren Sawit, Duren Sawit, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1254;PT Abadi Final Kreasi;62029;-6,2110807;106,8164262;TCC Batavia Tower One, Lantai 29, Jl. K.H. Mas Mansyur Kav 126, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA PUSAT;3173;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1255;PT Abyor International;62029;-6,2934665;106,6656752;Wisma BCA Wing A Lantai PH Zone 1, Jl. Kapten Soebianto Djojohadikusumo BSD City, Lengkong Gudang, Serpong, Kota Tangerang Selatan, Banten;BANTEN;36;KOTA TANGERANG SELATAN;3674;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1256;PT Cisco Technologies Indonesia;62029;;;-, -, -, , Luar Negeri;LUAR NEGERI;;;;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1257;PT Acacia It Services Indonesia;62090;-6,3013728;106,7409626;tidak punya pabrik, tidak punya pabrik, tidak punya pabrik, Kota Tangerang Selatan, Banten;BANTEN;36;KOTA TANGERANG SELATAN;3674;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1258;PT Perorangan Asa Inovasi Karya Bangsa;62090;-0,8647161;119,7947139;Jl. Pue Njula, Grand Pearl Land, Blok A. 30, Tipo, Ulujadi, Kota Palu, Sulawesi Tengah;SULAWESI TENGAH;72;KOTA PALU;7271;J;Informasi Dan Komunikasi;62;Aktivitas Pemrograman, Konsultasi Komputer Dan Kegiatan YBDI
1259;PT Anka Brata Informatika;63111;0,4557806;101,4221423;Jalan Kruing No. 405, Sidomulyo Timur, Marpoyan Damai, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;J;Informasi Dan Komunikasi;63;Aktivitas Jasa Informasi
1260;PT Achilles Advanced Systems;63122;-6,218587;106,8351538;Generali Tower - Grand Rubina Business Park Kawasan Rasuna Epicentrum Jl. HR. Rasuna Said RT. 001 RW. 005, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;J;Informasi Dan Komunikasi;63;Aktivitas Jasa Informasi
1261;PT Perusahaan Perseroan (persero) Superintending Company Of Indonesia;71202;-6,9810103;108,4928912;Jl. Raya Kuala Kuningan Kav. D1 LIP, Kuala Kencana, Kuala Kencana, Timika, Kabupaten Mimika, Papua Tengah;PAPUA TENGAH;96;KABUPATEN MIMIKA;9601;M;Aktivitas Profesional;71;"Aktivitas Arsitektur Dan Keinsinyuran; Analisis Dan Uji Teknis"
1262;PT Abadi Mandiri Katiga;71203;-6,9207417;107,6702415;jl. Futsak E2, Sukamiskin, Arcamanik, Kota Bandung, Jawa Barat;JAWA BARAT;32;KOTA BANDUNG;3273;M;Aktivitas Profesional;71;"Aktivitas Arsitektur Dan Keinsinyuran; Analisis Dan Uji Teknis"
1263;PT Abadinusa Usahasemesta;71205;-6,1927673;106,8412638;Jl. Raden Saleh No. 45 G, Cikini, Menteng, Kota Jakarta Pusat, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA PUSAT;3173;M;Aktivitas Profesional;71;"Aktivitas Arsitektur Dan Keinsinyuran; Analisis Dan Uji Teknis"
1264;PR Aldy Meutuah;74112;5,1912791;96,4894202;Lorong Asrama Putri No.9, Gampong Baro, Kota Juang, Kabupaten Bireuen, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN BIREUEN;1110;M;Aktivitas Profesional;74;Aktivitas profesional, ilmiah dan teknis lainnya
1265;PR Aisya Mazandra;74113;-2,217118;113,92573;Jl. Cempaka No,31a, Langkai, Pahandut, Kota Palangka Raya, Kalimantan Tengah;KALIMANTAN TENGAH;62;KOTA PALANGKA RAYA;6271;M;Aktivitas Profesional;74;Aktivitas profesional, ilmiah dan teknis lainnya
1266;PR Agnes Rezkyta Herwang Dani;74113;2,8402674;117,4164418;Perumahan Sofwa Indah Permai Tahap II Blok C no 09, RT.13, RW.06, Jalan Manunggal, Jelarai Selor, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN BULUNGAN;6502;M;Aktivitas Profesional;74;Aktivitas profesional, ilmiah dan teknis lainnya
1267;PR Annisa Tenun;74113;-4,8659947;122,6795343;DESA MASALILI, Masalili, Kontunaga, Kabupaten Muna, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN MUNA;7402;M;Aktivitas Profesional;74;Aktivitas profesional, ilmiah dan teknis lainnya
1268;PR Abdul Gafur;95120;-8,4670507;118,7584698;Jalan Soekarno Hatta RT 06 RW 03 Sebelah Timur Pemuda Pancasila, Rabangodu Utara, Raba, Kota Bima, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KOTA BIMA;5272;S;Aktivitas Jasa Lainnya;95;Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga
1269;CV Al Service Sangatta;95210;0,4910229;117,528584;Jalan Yos Sudarso 1, Sangatta Utara, Sangatta Utara, Kabupaten Kutai Timur, Kalimantan Timur;KALIMANTAN TIMUR;64;KABUPATEN KUTAI TIMUR;6404;S;Aktivitas Jasa Lainnya;95;Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga
1270;PR Abd. Madjid Sudding;95291;-3,517813;118,9605742;Lingk. Simullu, Baruga, Banggae Timur, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;S;Aktivitas Jasa Lainnya;95;Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga
1271;PR Aldi Rivaldi;95291;-3,4848327;118,9598159;Lingk. Puawang, Baruga Dhua, Banggae Timur, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;S;Aktivitas Jasa Lainnya;95;Reparasi Komputer Dan Barang Keperluan Pribadi Dan Perlengkapan Rumah Tangga
1272;UD Amirullah;;5,4993536;95,395264;Gp cot alue, , Ingin jaya, Kabupaten Aceh Besar, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH BESAR;1108;;;;
1273;PR Angkasah;;5,2809552;95,9026742;GAMPONG MEUYUB LALA, Meuyub Lala, Mila, Kabupaten Pidie, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN PIDIE;1109;;;;
1274;PT Agro Sinergi Nusantara;;4,4715955;95,9145568;Pasi Timon, Teunom, Kabupaten Aceh Jaya., Pasi Timon, Teunom, Kabupaten Aceh Jaya, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH JAYA;1116;;;;
1275;PR Abd Rahim;;4,7018922;96,8633875;Jl. Sp. Teritit - Pondok Baru, Uning Teritit, Bukit, Kabupaten Bener Meriah, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN BENER MERIAH;1117;;;;
1276;CV Aneka Farma;;5,5331682;95,3156931;jl bahagia no107 lamlagang banda aceh, Lamlagang, Banda Raya, Kota Banda Aceh, Nangroe Aceh Darussalam;ACEH;11;KOTA BANDA ACEH;1171;;;;
1277;PR Adi Rahmat;;3,5705363;98,5807761;jl.sri gunting blok p17, Sunggal Kanan, Sunggal, Kabupaten Deli Serdang, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN DELI SERDANG;1212;;;;
1278;PT Adiguna Makmur;;3,1936045;98,7013233;DUSUN I, DESA GUNUNG MANUPAK B, STM HULU, Kabupaten Deli Serdang, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN DELI SERDANG;1212;;;;
1279;PR Adi Muhammad Tohar Harahap;;1,5113203;99,6424872;GUNUNGTUA TONGA, Gunung Tua Tonga, Padang Bolak, Kabupaten Padang Lawas Utara, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN PADANG LAWAS UTARA;1220;;;;
1280;PT Abadi Medan Jaya Sempurna;;3,6816595;98,6997611;Jl. Pulau Pamagaran Komp. Pergudangan Solid Blok D-03 KIM III, Tangkahan, Medan Labuhan, Kota Medan, Sumatera Utara;SUMATERA UTARA;12;KOTA MEDAN;1275;;;;
1281;PR 3r Cake Cookies;;3,6196896;98,4849986;Jl. Bayam Gg Sunar Lk. III, Paya Roba, Binjai Barat, Kota Binjai, Sumatera Utara;SUMATERA UTARA;12;KOTA BINJAI;1276;;;;
1282;PR Afrizaldi;;-0,686395;100,2919126;"SIMPANG EMAPAT KAMPUNG LADANG, Nagari Balah Hilia
Lubuk Alung, Lubuk Alung, Kabupaten Padang Pariaman, Sumatera Barat";SUMATERA BARAT;13;KABUPATEN PADANG PARIAMAN;1306;;;;
1283;PR Adelia Sri Handini;;-0,6804664;100,7957742;TANJUNG SARI, Aur Mulio, Lembah Segar, Kota Sawah Lunto, Sumatera Barat;SUMATERA BARAT;13;KOTA SAWAH LUNTO;1373;;;;
1284;PR Abu Sanir;;-0,6187786;100,1423851;Komplek Pusat Pasar Produksi No.10 Terminal Jati, Jati Mudik, Pariaman Tengah, Kota Pariaman, Sumatera Barat;SUMATERA BARAT;13;KOTA PARIAMAN;1377;;;;
1285;PR Aditio Hidayat Ramadhan;;-0,6364117;100,1349646;JL. MAYOR RASYID, Ujung Batung, Pariaman Tengah, Kota Pariaman, Sumatera Barat;SUMATERA BARAT;13;KOTA PARIAMAN;1377;;;;
1286;PR Afni Sahara;;-0,6418855;100,1285793;JL. SYEKH BURHANUDDIN, Karan Aur, Pariaman Tengah, Kota Pariaman, Sumatera Barat;SUMATERA BARAT;13;KOTA PARIAMAN;1377;;;;
1287;PR Afriza Raihan Musyaffa;;-0,5583315;100,1213167;DUSUN TAJI-TAJI, Tungkal Utara, Pariaman Utara, Kota Pariaman, Sumatera Barat;SUMATERA BARAT;13;KOTA PARIAMAN;1377;;;;
1288;CV Almulk Kampar Riau;;0,2593791;101,1305962;Dusun Ranah Singkuang Utara, Ranah Singkuang, Kampar, Kabupaten Kampar, Riau;RIAU;14;KABUPATEN KAMPAR;1406;;;;
1289;BUL Aneka Snack Santika;;0,8486359;100,3778632;Suka Jadi RT/RW 005/002, Rambah Baru, Rambah Samo, Kabupaten Rokan Hulu, Riau;RIAU;14;KABUPATEN ROKAN HULU;1407;;;;
1290;PT Adei Plantation & Industry;;0,5043797;101,4288445;Komplek Pertokoan Taman Anggrek Blok B2-B5, Jl. Tuanku Tambusai, Labuh Baru Timur, Payung Sekaki, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;;;;
1291;PT Aha Konstruksi Jayaabadi;;0,4704669;101,4167939;JL. ABADI NO 99, TOBEK GODANG, TAMPAN, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;;;;
1292;PT Amanah Sigap Abadi;;0,5693316;101,4381004;Jl. Paus Gang Masjid Urwatul Wutsqo No. 07, Limbungan  Baru, Rumbai, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;;;;
1293;PT Alfatah Baja Perkasa;;-2,3464364;102,7882267;Desa Rantau Tenang, Dusun Lesung Batu, Desa Rantau Tenang, Pelawan, Kabupaten Sarolangun, Jambi;JAMBI;15;KABUPATEN SAROLANGUN;1503;;;;
1294;PR Aisha Craft;;-0,826706;103,475259;JLN.Manunggal II,RT:019, Tungkal II, Tungkal Ilir, Kabupaten Tanjung Jabung Barat, Jambi;JAMBI;15;KABUPATEN TANJUNG JABUNG BARAT;1507;;;;
1295;PR Adis Fitria;;-1,6320285;103,6556093;Jl sultan Hasanuddin RT.33 No.153, Talang Bakung, Paal Merah, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;;;;
1296;PR Al Aththur;;-1,6149399;103,6366933;Jl. H. Kamil RT.12 No.105, Wijaya Pura, Jambi Selatan, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;;;;
1297;PR Albie Crafts;;-3,6552753;103,7841979;Jl. Vetran Pelawaran gang rukun pelitasari, Pasar I Muara Enim, Muara Enim, Kabupaten Muara Enim, Sumatera Selatan;SUMATERA SELATAN;16;KABUPATEN MUARA ENIM;1603;;;;
1298;PT Anugerah Tridaya Mandiri;;-2,8969705;104,7526268;Jalan Talang Buluh Nomor 60, Sukamoro, Talang Kelapa, Kabupaten Banyu Asin, Sumatera Selatan;SUMATERA SELATAN;16;KABUPATEN BANYU ASIN;1607;;;;
